id,task_type,prompt,quality_level,quality_score,grade,hallucination_risk,clarity,specificity,structure,constraints,decisions
108080,report,"Help me create a report focused on healthcare. It needs to be clear and organized. Target audience is managers.

Product: banking module
Ref: 5831-HEA",medium,76,C,0.45,4,4,3,3,Lacks success criteria | Strong constraints provided | Technical requirements clear | Vague objective statement
108081,video,"Looking for a video about telecommunications trends. Should have introduction, main content, and conclusion. Professional tone preferred.

Ref: 4393-TEL",medium,71,C,0.42,4,3,2,4,Version control noted | Unclear ownership | Output format specified | Specific deliverables mentioned | No quality standards
108082,video,"Role: Professional video editor for agriculture content.

Task: Edit a 3-minute promotional video for a agriculture product launch.

Instructions:
1. Create dynamic opening sequence (5 seconds)
2. Include product demonstration footage
3. Add customer testimonials
4. Design compelling call-to-action ending

Constraints:
- 4K resolution output
- Color grade for premium feel
- Licensed music only

Output Format: Premiere Pro project with exported MP4.

Company: Global Solutions
Ref: 4669-AGR",high,87,B,0.16,4,4,5,4,Detailed methodology included | Stakeholders identified
108083,presentation,"Create presentation content for real estate use case. Structure: problem, solution, results. Make it persuasive.

Product: cybersecurity tool
Timeline: ASAP
Ref: 5589-REA",medium,69,D,0.33,2,3,2,3,Actionable instructions | Incomplete background info | Measurable outcomes stated | Ambiguous target audience
108084,code,"Role: You are a senior Python developer specializing in banking applications.

Task: Create a robust data processing pipeline that ingests CSV files, performs validation, and outputs cleaned data to a PostgreSQL database.

Instructions:
1. Implement error handling for malformed data
2. Use pandas for data manipulation
3. Include logging at each stage
4. Write unit tests with pytest

Constraints:
- Maximum memory usage: 2GB
- Processing time: <5 minutes for 1M rows
- Python 3.9+ compatible

Output Format: Complete Python module with docstrings and type hints.

Product: nonprofit tool
Audience: executives
Ref: 3767-BAN",high,96,A,0.14,5,5,5,5,Technical requirements clear | Measurable outcomes stated | Assumptions documented | Stakeholders identified | No escalation path
108085,creative,"Help me create a creative focused on nonprofit. It needs to be clear and organized. Target audience is managers.

Company: Global Solutions
Product: nonprofit engine
Audience: customers
Timeline: ASAP
Ref: 9462-NON",medium,69,D,0.4,3,3,2,2,Missing budget context | Measurable outcomes stated
108086,code,"Create a code about transportation. Include some best practices and make it professional. Should be useful for a team meeting.

Company: Apex Enterprises
Platform: Go
Ref: 2982-TRA",medium,74,C,0.32,4,3,4,4,Success metrics defined | No deadline specified
108087,data_analysis,"Role: Operations analyst optimizing automotive supply chain.

Task: Analyze automotive logistics data for efficiency improvements.

Instructions:
1. Route optimization analysis
2. Inventory turnover metrics
3. Cost-benefit modeling
4. Bottleneck identification

Constraints:
- Lean methodology
- ROI calculations
- Implementation roadmap

Output Format: Excel model with PowerPoint recommendations.

Product: marketing service
Ref: 5604-AUT",high,87,B,0.25,4,4,4,5,No fallback options | Technical requirements clear | No escalation path | Timeline specified | Inconsistent terminology
108088,report,"report on consulting topic

Company: Synergy Works
Product: healthcare interface
Ref: 7028-CON",low,31,F,0.52,1,1,2,1,No escalation path | Missing data source
108089,document,"Looking for a document about pharmaceutical trends. Should have introduction, main content, and conclusion. Professional tone preferred.

Ref: 8292-PHA",medium,81,B,0.58,4,4,4,2,Missing glossary | No review process
108090,report,"Role: Data analyst for automotive performance metrics.

Task: Generate monthly KPI dashboard report.

Instructions:
1. Key metrics definitions
2. Month-over-month comparisons
3. Trend analysis
4. Department breakdowns

Constraints:
- Automated data refresh
- Interactive filters
- Mobile-friendly view

Output Format: Power BI dashboard with PDF export.

Product: real estate dashboard
Audience: developers
Ref: 4425-AUT",high,86,B,0.79,5,5,5,4,Version control noted | Professional tone maintained | No escalation path
108091,image,"Task: image for healthcare project

Requirements:
- Cover basics
- Include visuals
- Make it engaging

Deadline is next week.

Audience: sales team
Ref: 2421-HEA",medium,68,D,0.47,2,4,2,4,Technical requirements clear | Missing examples | Reference materials cited | Detailed methodology included | Comprehensive context provided
108092,presentation,"Role: Executive presentation designer for consulting leadership.

Task: Create investor pitch deck (12-15 slides) for consulting startup.

Instructions:
1. Problem/Solution framework
2. Market size and opportunity
3. Business model explanation
4. Financial projections (3-year)

Constraints:
- Clean, minimalist design
- Data visualizations for key metrics
- Consistent typography

Output Format: PowerPoint file with speaker notes.

Company: Peak Performance
Product: entertainment system
Timeline: weekly
Ref: 1486-CON",high,88,B,0.52,5,4,5,5,Success metrics defined | No quality standards | Detailed methodology included
108093,email,"Develop a email about technology strategy. Include market analysis and recommendations. Business audience.

Product: banking interface
Audience: analysts
Ref: 1592-TEC",medium,82,B,0.45,2,2,4,3,Feedback mechanism included | Inconsistent terminology
108094,creative,"make a creative about healthcare

Product: marketing portal
Ref: 4136-HEA",low,41,F,0.89,3,1,2,1,Inconsistent terminology | Success metrics defined | Version control noted | Feedback mechanism included | Missing budget context
108095,post,"Role: Newsletter editor for energy subscribers.

Task: Design weekly newsletter template and content strategy.

Instructions:
1. Curated industry news section
2. Original analysis article
3. Upcoming events calendar
4. Subscriber spotlight

Constraints:
- Mobile-responsive design
- A/B tested subject lines
- Unsubscribe compliance

Output Format: HTML email template with content calendar.

Company: Apex Enterprises
Product: insurance engine
Ref: 4996-ENE",high,86,B,0.26,5,5,4,4,No review process | Unclear ownership | Reference materials cited | Feedback mechanism included | Stakeholders identified
108096,other,"Role: Training developer for energy certification.

Task: Design certification program curriculum for energy professionals.

Instructions:
1. Learning objectives
2. Module structure (10 modules)
3. Assessment design
4. Practical exercises

Constraints:
- Industry accreditation
- Blended learning
- Completion tracking

Output Format: Curriculum guide with LMS upload.

Company: Pinnacle Co
Product: retail interface
Ref: 9748-ENE",high,92,A,0.27,4,5,5,5,Success metrics defined | Professional tone maintained | Assumptions documented
108097,presentation,"Help me create a presentation focused on finance. It needs to be clear and organized. Target audience is managers.

Product: education engine
Ref: 7850-FIN",medium,80,B,0.32,3,3,4,3,No deadline specified | No quality standards | No review process | Missing examples
108098,post,"post on entertainment topic

Timeline: this month
Ref: 8968-ENT",low,41,F,0.27,3,1,1,1,Output format specified | No review process
108099,presentation,"Role: Executive presentation designer for transportation leadership.

Task: Create investor pitch deck (12-15 slides) for transportation startup.

Instructions:
1. Problem/Solution framework
2. Market size and opportunity
3. Business model explanation
4. Financial projections (3-year)

Constraints:
- Clean, minimalist design
- Data visualizations for key metrics
- Consistent typography

Output Format: PowerPoint file with speaker notes.

Company: Peak Performance
Ref: 8734-TRA",high,93,A,0.63,4,5,4,4,Well-structured sections | Reference materials cited
108100,email,"Role: Sales development representative for insurance solutions.

Task: Write cold outreach email sequence (5 emails) for insurance prospects.

Instructions:
1. Personalized opening lines
2. Value proposition clarity
3. Social proof inclusion
4. Soft to direct CTAs

Constraints:
- Spam filter optimization
- A/B test variations
- Follow-up timing strategy

Output Format: Email templates with personalization fields.

Ref: 6908-INS",high,88,B,0.89,5,4,4,5,Lacks success criteria | Technical requirements clear | Success metrics defined | Compliance requirements listed | Stakeholders identified
108101,document,"Develop a document about telecommunications strategy. Include market analysis and recommendations. Business audience.

Company: Global Solutions
Ref: 2902-TEL",medium,82,B,0.44,2,2,3,4,Ambiguous target audience | No accessibility considerations | Dependencies outlined | Missing glossary | Well-structured sections
108102,data_analysis,"Role: Market researcher studying e-commerce trends.

Task: Conduct sentiment analysis on e-commerce social media data.

Instructions:
1. Data collection (API scraping)
2. Text preprocessing
3. NLP model application
4. Trend visualization

Constraints:
- Ethical data collection
- Bias mitigation
- Actionable insights

Output Format: Report with interactive dashboard.

Ref: 7629-E-C",high,89,B,0.76,4,5,5,5,Success metrics defined | No deadline specified | Incomplete background info | Missing data source | Lacks prioritization
108103,data_analysis,"Create a data_analysis about government. Include some best practices and make it professional. Should be useful for a team meeting.

Ref: 4734-GOV",medium,72,C,0.54,3,2,4,2,Vague objective statement | Inconsistent terminology
