id,task_type,prompt,quality_level,quality_score,grade,hallucination_risk,clarity,specificity,structure,constraints,decisions
8808,post,social build recommendation engine,low,63,D,0.63,2,1,2,1,Fragmented input | Missing role/task/output elements | Ambiguous scope | Likely to produce poor results
8809,email,Draft message regarding write technical documentation for sports team. Clear and concise.,medium,74,C,0.54,3,2,3,3,Understandable intent | Structure inconsistent | Some critical details omitted | Requires clarification for complex execution
8810,video,generate monthly sales reports footage needed,low,55,F,0.83,1,1,1,1,Insufficient detail for execution | No constraints specified | No format guidance | Requires complete rewrite
8811,code,code for create competitor analysis,low,56,F,0.64,2,1,1,1,Insufficient detail for execution | No constraints specified | No format guidance | Requires complete rewrite
8812,data_analysis,Analyze data on create budget proposal for healthcare insights. Charts and summary.,medium,79,C,0.31,2,2,3,4,Functional but not optimized | Missing output format specification | Constraints vague | Adequate for simple tasks
8813,document,Create policy on create employee onboarding materials for agriculture compliance. Formal language.,medium,72,C,0.32,3,3,2,4,Partial structure present but incomplete | Some sections missing | Minor ambiguity in deliverables | Acceptable for basic use
8814,other,Outline approach to optimize database queries for science initiative.,medium,65,D,0.51,2,4,4,2,Basic structure exists | Key information partially provided | Some context missing | Acceptable with follow-up questions
8815,creative,Draft narrative about analyze market trends set in retail world.,medium,71,C,0.38,4,4,3,2,Task understood but details lacking | Missing role specification | Some constraints implied not stated | Could be clearer
8816,document,"Role: Technical writer specializing in operations documentation.
Task: Create a user manual section for develop mobile responsiveness fix.
Instructions: Use clear step-by-step instructions with screenshots placeholders.
Constraints: Reading level appropriate for general audience, max 10 pages.
Output Format: Structured document with headings, procedures, and troubleshooting.",high,97,A,0.14,4,5,5,5,Role establishes authority | Task is specific and measurable | Context aids understanding | Professional presentation expected
8817,image,"Role: UI/UX designer for real estate products.
Task: Design a mockup for write executive briefing.
Instructions: Follow modern UI trends, prioritize accessibility.
Constraints: Must comply with WCAG 2.1 AA standards.
Output Format: Wireframe description + visual design specs + interaction notes.",high,98,A,0.2,4,5,4,5,Detailed instructions provided | Input data section clarifies scope | Constraints prevent scope creep | Output format enables evaluation
8818,data_analysis,stats on write grant proposal,low,45,F,0.64,2,1,2,2,No structure or organization | Extremely vague request | Missing critical information | High hallucination risk
8819,presentation,Slides needed: write grant proposal overview for environment team meeting.,medium,69,D,0.47,2,4,4,4,Functional but not optimized | Missing output format specification | Constraints vague | Adequate for simple tasks
8820,email,create social media strategy correspondence,low,33,F,0.76,1,2,1,2,No structure or organization | Extremely vague request | Missing critical information | High hallucination risk
8821,report,"Role: Compliance auditor for legal operations.
Task: Prepare an audit report on design logo and brand identity.
Instructions: Document findings with evidence, rate risk levels.
Constraints: Objective tone, cite specific standards/regulations.
Output Format: Executive summary + detailed findings + risk matrix + action items.",high,96,A,0.22,5,5,5,4,Clear role assignment establishes expertise | Structured sections aid comprehension | Specific constraints reduce ambiguity | Output format specified for consistency
8822,document,"Role: Grant writer for entertainment nonprofits.
Task: Write a proposal section describing write executive briefing.
Instructions: Emphasize impact, include measurable outcomes.
Constraints: Follow funder's format requirements, 5-page limit.
Output Format: Narrative section with supporting data and budget justification.",high,92,A,0.07,5,4,4,4,Well-defined task with context | Multiple relevant sections included | Constraints appropriately specified | Professional tone maintained
8823,presentation,"Role: Sales enablement specialist in marketing sector.
Task: Build a pitch deck for automate data entry processes.
Context: Presenting to C-level executives at Fortune 500 company.
Constraints: 8 slides max, focus on ROI and business impact.
Output Format: Slide-by-slide content with key messages and visual suggestions.",high,85,B,0.1,5,4,5,3,Detailed instructions provided | Input data section clarifies scope | Constraints prevent scope creep | Output format enables evaluation
8824,post,social analyze churn rate factors,low,58,F,0.66,2,2,2,1,Fragmented input | Missing role/task/output elements | Ambiguous scope | Likely to produce poor results
8825,presentation,"Role: Executive presentation designer for science consulting.
Task: Create a 12-slide deck about optimize database queries.
Instructions: Use data-driven storytelling, include compelling visuals.
Constraints: Each slide max 6 bullet points, consistent branding.
Output Format: Slide outline with content for each slide + speaker notes.",high,87,B,0.16,5,5,4,5,Comprehensive structure with all key elements | Domain expertise indicated | Clear deliverable expectations | Quality standards defined
8826,report,"Role: Compliance auditor for nonprofit operations.
Task: Prepare an audit report on develop mobile responsiveness fix.
Instructions: Document findings with evidence, rate risk levels.
Constraints: Objective tone, cite specific standards/regulations.
Output Format: Executive summary + detailed findings + risk matrix + action items.",high,94,A,0.13,4,5,4,3,Clear role assignment establishes expertise | Structured sections aid comprehension | Specific constraints reduce ambiguity | Output format specified for consistency
